Month Year,Age,Sex,Homicide (Murder),Other Homicide,Attempted Murder,Conspiracy to Murder,Manslaughter (excl. by driving),Manslaughter Unlawful Striking Causing Death,Driving Causing Death,Assault,Grievous Assault,Serious Assault,Serious Assault (Other),Common Assault',Sexual Offences,Rape and Attempted Rape,Other Sexual Offences,Robbery,Armed Robbery,Unarmed Robbery,Other Offences Against the Person,Kidnapping & Abduction etc.,Extortion,Stalking,Life Endangering Acts,Offences Against the Person,
18-Jul,Juvenile,Female,0,0,0,0,0,0,0,151,3,75,5,68,117,33,84,10,1,9,23,1,0,4,18,301,1264
18-Jul,Juvenile,Male,0,1,1,0,0,0,0,138,4,62,4,68,49,8,41,19,8,11,13,1,0,1,11,220,1265
18-Jul,Juvenile,Not Stated,0,0,0,0,0,0,0,2,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,4,1266
18-Aug,Adult,Female,1,2,1,0,0,0,1,717,14,328,77,298,173,94,79,31,18,13,156,12,1,34,109,1080,1267
18-Aug,Adult,Male,2,3,2,0,1,0,0,891,56,389,187,259,22,9,13,53,31,22,75,5,8,10,52,1046,1268
18-Aug,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,4,1269
18-Aug,Juvenile,Female,0,0,0,0,0,0,0,190,2,87,8,93,213,73,140,7,2,5,30,3,0,7,20,440,1270
18-Aug,Juvenile,Male,1,1,0,0,0,0,1,200,7,102,6,85,37,6,31,22,3,19,14,2,1,2,9,275,1271
18-Aug,Juvenile,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,1272
18-Sep,Adult,Female,1,1,1,0,0,0,0,730,15,362,90,263,172,94,78,37,15,22,191,14,1,32,144,1132,1273
18-Sep,Adult,Male,1,5,5,0,0,0,0,884,51,401,153,279,39,18,21,63,39,24,80,8,5,13,54,1072,1274
18-Sep,Adult,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,3,1275
18-Sep,Juvenile,Female,0,1,1,0,0,0,0,151,4,82,3,62,206,54,152,5,1,4,28,2,1,3,22,391,1276
18-Sep,Juvenile,Male,0,2,0,0,1,0,1,179,2,93,14,70,25,3,22,33,8,25,20,0,0,0,20,259,1277
18-Sep,Juvenile,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1278
18-Oct,Adult,Female,2,4,3,0,0,0,1,739,20,383,91,245,219,100,119,44,18,26,212,21,3,41,147,1220,1279
18-Oct,Adult,Male,3,2,2,0,0,0,0,896,49,401,189,257,28,9,19,106,54,52,82,8,6,13,55,1117,1280
18-Oct,Adult,Not Stated,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,1281
18-Oct,Juvenile,Female,0,1,0,0,0,0,1,158,2,82,7,67,198,55,143,7,4,3,41,2,1,7,31,405,1282
18-Oct,Juvenile,Male,0,0,0,0,0,0,0,193,7,92,15,79,43,9,34,37,13,24,24,3,0,1,20,297,1283
18-Oct,Juvenile,Not Stated,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,1284
18-Nov,Adult,Female,1,1,1,0,0,0,0,796,14,400,105,277,195,103,92,44,19,25,201,15,0,36,150,1238,1285
18-Nov,Adult,Male,3,3,2,0,0,0,1,943,59,423,167,294,24,8,16,64,45,19,86,8,5,8,65,1123,1286
18-Nov,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1287
18-Nov,Juvenile,Female,1,0,0,0,0,0,0,186,2,106,3,75,233,66,167,8,1,7,33,5,0,3,25,461,1288
18-Nov,Juvenile,Male,0,0,0,0,0,0,0,184,6,95,17,66,41,4,37,36,8,28,26,2,0,2,22,287,1289
18-Nov,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1290
18-Dec,Adult,Female,2,1,0,0,0,0,1,825,15,421,119,270,176,81,95,29,14,15,210,20,2,42,146,1243,1291
18-Dec,Adult,Male,3,2,1,0,0,0,1,1032,63,449,201,319,29,7,22,81,51,30,101,5,3,10,83,1248,1292
18-Dec,Adult,Not Stated,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,3,0,0,0,3,5,1293
18-Dec,Juvenile,Female,0,0,0,0,0,0,0,151,0,74,6,71,162,41,121,9,1,8,32,2,0,6,24,354,1294
18-Dec,Juvenile,Male,0,0,0,0,0,0,0,158,8,80,5,65,24,2,22,20,7,13,13,2,0,0,11,215,1295
18-Dec,Juvenile,Not Stated,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1296
19-Jan,Adult,Female,1,0,0,0,0,0,0,798,17,406,109,266,203,106,97,47,22,25,215,21,2,48,144,1264,1297
19-Jan,Adult,Male,4,5,4,0,1,0,0,924,56,454,169,245,20,5,15,82,41,41,101,9,3,15,74,1136,1298
19-Jan,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6,1299
19-Jan,Juvenile,Female,0,0,0,0,0,0,0,132,4,52,11,65,174,49,125,10,3,7,38,1,0,7,30,354,1300
19-Jan,Juvenile,Male,0,0,0,0,0,0,0,141,6,74,11,50,35,3,32,27,11,16,21,1,1,2,17,224,1301
19-Jan,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1302
19-Feb,Adult,Female,1,1,1,0,0,0,0,701,15,339,92,255,154,79,75,29,16,13,193,17,2,34,140,1079,1303
19-Feb,Adult,Male,3,5,5,0,0,0,0,863,56,382,167,258,26,9,17,64,35,29,81,9,3,11,58,1042,1304
19-Feb,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,1,1,0,0,0,1,4,1305
19-Feb,Juvenile,Female,0,1,1,0,0,0,0,189,2,103,9,75,151,39,112,5,3,2,38,8,1,8,21,384,1306
19-Feb,Juvenile,Male,0,2,0,0,2,0,0,192,7,114,2,69,49,5,44,18,3,15,30,2,0,3,25,291,1307
19-Feb,Juvenile,Not Stated,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,3,1308
19-Mar,Adult,Female,0,3,2,0,0,0,1,802,14,356,124,308,197,106,91,43,20,23,216,20,0,40,156,1261,1309
19-Mar,Adult,Male,1,4,4,0,0,0,0,936,62,419,172,283,27,9,18,100,54,46,74,10,6,12,46,1142,1310
19-Mar,Adult,Not Stated,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1311
19-Mar,Juvenile,Female,0,1,0,0,0,0,1,211,0,109,9,93,209,58,151,12,1,11,31,2,0,5,24,464,1312
19-Mar,Juvenile,Male,0,1,1,0,0,0,0,191,6,100,6,79,52,12,40,28,10,18,27,2,0,0,25,299,1313
19-Mar,Juvenile,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1314
19-Apr,Adult,Female,0,0,0,0,0,0,0,656,15,327,77,237,174,85,89,37,15,22,166,15,2,28,121,1033,1315
19-Apr,Adult,Male,5,6,5,0,1,0,0,865,58,370,163,274,27,10,17,99,52,47,66,7,3,13,43,1068,1316
19-Apr,Adult,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1317
19-Apr,Juvenile,Female,0,0,0,0,0,0,0,141,0,79,5,57,144,39,105,12,3,9,47,13,1,4,29,344,1318
19-Apr,Juvenile,Male,0,0,0,0,0,0,0,153,7,67,7,72,45,6,39,55,12,43,24,7,0,1,16,277,1319
19-Apr,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1320
19-May,Adult,Female,0,0,0,0,0,0,0,701,19,319,98,265,156,77,79,38,19,19,175,23,1,39,112,1070,1321
19-May,Adult,Male,1,5,4,0,0,0,1,784,36,379,159,210,37,14,23,78,45,33,68,7,0,13,48,973,1322
19-May,Adult,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1323
19-May,Juvenile,Female,0,1,1,0,0,0,0,161,2,85,7,67,211,51,160,15,7,8,25,1,0,1,23,413,1324
19-May,Juvenile,Male,0,1,0,0,0,0,1,174,5,88,10,71,31,5,26,24,12,12,22,3,0,0,19,252,1325
19-May,Juvenile,Not Stated,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1326
19-Jun,Adult,Female,1,2,1,0,1,0,0,639,17,307,86,229,168,84,84,27,11,16,192,8,2,37,145,1029,1327
19-Jun,Adult,Male,3,2,1,0,0,0,1,836,72,362,129,273,16,7,9,66,33,33,72,6,5,9,52,995,1328
19-Jun,Adult,Not Stated,0,0,0,0,0,0,0,3,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,4,1329
19-Jun,Juvenile,Female,0,0,0,0,0,0,0,144,1,70,5,68,192,51,141,17,3,14,28,1,1,5,21,381,1330
19-Jun,Juvenile,Male,0,0,0,0,0,0,0,160,12,77,6,65,43,13,30,35,15,20,19,1,0,0,18,257,1331
19-Jun,Juvenile,Not Stated,0,0,0,0,0,0,0,2,1,0,0,1,2,0,2,0,0,0,2,0,0,0,2,6,1332
19-Jul,Adult,Female,2,1,1,0,0,0,0,676,19,325,92,240,156,83,73,42,17,25,190,12,1,42,135,1067,1333
19-Jul,Adult,Male,2,5,2,0,0,1,2,815,53,349,156,257,22,8,14,89,47,42,85,14,7,16,48,1018,1334
19-Jul,Adult,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,3,1335
19-Jul,Juvenile,Female,0,1,1,0,0,0,0,133,2,67,11,53,202,63,139,8,2,6,25,3,1,4,17,369,1336
19-Jul,Juvenile,Male,0,0,0,0,0,0,0,138,2,70,8,58,43,9,34,32,10,22,18,3,0,1,14,231,1337
19-Jul,Juvenile,Not Stated,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,2,2,0,0,0,5,1338
19-Aug,Adult,Female,0,2,2,0,0,0,0,744,11,356,94,283,199,88,111,38,17,21,172,8,2,34,128,1155,1339
19-Aug,Adult,Male,2,3,3,0,0,0,0,895,54,402,170,269,29,11,18,85,44,41,71,7,7,15,42,1085,1340
19-Aug,Adult,Not Stated,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1341
19-Aug,Juvenile,Female,0,0,0,0,0,0,0,164,4,84,4,72,181,44,137,7,0,7,30,3,2,5,20,382,1342
19-Aug,Juvenile,Male,0,1,1,0,0,0,0,194,9,95,13,77,36,11,25,29,12,17,20,1,0,2,17,280,1343
19-Aug,Juvenile,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1344
19-Sep,Adult,Female,3,4,1,0,0,0,3,797,16,409,86,286,174,92,82,49,23,26,171,11,2,37,121,1198,1345
19-Sep,Adult,Male,3,3,2,0,0,0,1,915,50,404,173,288,20,7,13,88,47,41,69,10,4,8,47,1098,1346
19-Sep,Adult,Not Stated,0,0,0,0,0,0,0,4,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,5,1347
19-Sep,Juvenile,Female,0,0,0,0,0,0,0,173,0,79,7,87,153,34,119,6,1,5,18,3,0,0,15,350,1348
19-Sep,Juvenile,Male,1,1,1,0,0,0,0,142,4,82,2,54,50,15,35,39,16,23,16,0,0,1,15,249,1349
19-Sep,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350
19-Oct,Adult,Female,0,0,0,0,0,0,0,810,21,403,110,276,176,95,81,33,13,20,226,20,2,41,163,1245,1351
19-Oct,Adult,Male,8,2,0,0,0,0,2,902,65,387,173,277,20,7,13,87,47,40,91,7,6,14,64,1110,1352
19-Oct,Adult,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1353
19-Oct,Juvenile,Female,0,0,0,0,0,0,0,208,1,110,5,92,253,80,173,18,7,11,16,1,0,2,13,495,1354
19-Oct,Juvenile,Male,0,1,0,0,0,0,1,202,9,109,11,73,35,6,29,43,13,30,19,0,0,1,18,300,1355
19-Oct,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1356
19-Nov,Adult,Female,1,2,2,0,0,0,0,852,15,416,111,310,205,99,106,45,20,25,184,19,0,45,120,1289,1357
19-Nov,Adult,Male,1,1,1,0,0,0,0,971,51,427,194,299,34,13,21,99,48,51,77,4,7,16,50,1183,1358
19-Nov,Adult,Not Stated,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1359
19-Nov,Juvenile,Female,3,0,0,0,0,0,0,183,4,91,6,82,194,66,128,5,1,4,28,6,3,4,15,413,1360
19-Nov,Juvenile,Male,0,0,0,0,0,0,0,224,3,117,10,94,42,8,34,38,15,23,23,2,2,2,17,327,1361
19-Nov,Juvenile,Not Stated,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,3,1362
19-Dec,Adult,Female,1,0,0,0,0,0,0,828,18,428,101,281,221,97,124,52,21,31,171,13,1,21,136,1273,1363
19-Dec,Adult,Male,1,2,1,1,0,0,0,1062,68,496,195,303,30,14,16,80,46,34,79,5,5,6,63,1254,1364
19-Dec,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,3,1365
19-Dec,Juvenile,Female,0,0,0,0,0,0,0,151,6,76,6,63,155,48,107,13,2,11,29,2,0,4,23,348,1366
19-Dec,Juvenile,Male,1,1,0,0,0,0,1,169,5,84,17,63,35,4,31,51,12,39,28,6,1,3,18,285,1367
19-Dec,Juvenile,Not Stated,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1368
20-Jan,Adult,Female,0,1,1,0,0,0,0,832,15,413,119,285,185,105,80,43,20,23,172,20,1,20,131,1233,1369
20-Jan,Adult,Male,2,2,2,0,0,0,0,1061,69,479,231,282,24,7,17,89,41,48,70,5,4,4,57,1248,1370
20-Jan,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1371
20-Jan,Juvenile,Female,0,1,1,0,0,0,0,125,2,58,5,60,188,56,132,23,5,18,46,2,0,3,41,383,1372
20-Jan,Juvenile,Male,1,0,0,0,0,0,0,136,5,74,9,48,56,11,45,43,21,22,23,0,0,0,23,259,1373
20-Jan,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,3,1374
20-Feb,Adult,Female,3,0,0,0,0,0,0,735,20,339,109,267,230,117,113,40,21,19,184,15,2,48,119,1192,1375
20-Feb,Adult,Male,1,1,1,0,0,0,0,915,58,430,187,240,28,6,22,75,38,37,94,11,5,11,67,1114,1376
20-Feb,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1377
20-Feb,Juvenile,Female,1,0,0,0,0,0,0,225,2,119,5,99,195,45,150,11,3,8,16,1,0,3,12,448,1378
20-Feb,Juvenile,Male,1,2,2,0,0,0,0,204,6,96,11,91,41,9,32,42,19,23,24,2,1,0,21,314,1379
20-Feb,Juvenile,Not Stated,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1380
